                              mean         std        2.5q         25q         50q        75q      97.5q       mc err
v_subj(ConSwitch).5041    0.654494    0.186837    0.295856    0.523677    0.651394   0.781156    1.02595   0.00439042
v_subj(IncStay).5041      0.829849    0.195794    0.461987    0.691846    0.827376   0.965752    1.22192   0.00474452
v_subj(IncSwitch).5041    0.716568    0.196831    0.316464    0.586109    0.715097   0.852616    1.09602   0.00386856
v_subj(ConStay).5042       1.49339     0.28753    0.962667     1.29046     1.48659    1.69343    2.06079   0.00624105
v_subj(ConSwitch).5042    0.543013     0.20517    0.136519    0.403582     0.54059    0.67879   0.965643   0.00420741
v_subj(IncStay).5042      0.475246     0.26468  -0.0634995    0.299043    0.475193   0.653128    1.00896   0.00582471
v_subj(IncSwitch).5042   0.0262347    0.223828   -0.427235   -0.118977   0.0288493   0.174911   0.459747   0.00478467
v_subj(ConStay).5043       1.16887    0.203471    0.779357     1.02449     1.16916    1.30713    1.57082   0.00414533
v_subj(ConSwitch).5043    0.945062    0.188499    0.578002    0.819709    0.942745    1.06941    1.32549   0.00423189
v_subj(IncStay).5043      0.765595    0.179713    0.420274    0.643861     0.76565   0.884289    1.12915   0.00275607
v_subj(IncSwitch).5043    0.398312    0.181863    0.032543    0.277489    0.399008   0.523589   0.766369   0.00358444
v_subj(ConStay).5044      0.815809    0.225507    0.379211    0.656447    0.820022   0.966826    1.24387   0.00487695
v_subj(ConSwitch).5044     0.77188    0.197197    0.387805    0.638584    0.767988   0.906214    1.16416   0.00376855
v_subj(IncStay).5044      0.869517    0.211422    0.469798     0.71916      0.8668    1.01246    1.30172   0.00405241
v_subj(IncSwitch).5044    0.128239    0.192138   -0.258291   0.0024976    0.134094   0.258427   0.502087    0.0046502
v_subj(ConStay).5045      0.812707    0.202518    0.419322    0.672897    0.815485   0.947682    1.22086   0.00362717
v_subj(ConSwitch).5045    0.491164    0.190182    0.114076    0.366749    0.487234    0.61948   0.878364   0.00394288
v_subj(IncStay).5045      0.684639    0.203756    0.285114    0.546588     0.68419   0.818693    1.10096   0.00436784
v_subj(IncSwitch).5045    0.321349    0.182123  -0.0352915    0.194727    0.324281    0.44052   0.691177   0.00393581
v_subj(ConStay).5046      0.978754    0.207054    0.598534    0.837817    0.974036    1.11152    1.39745   0.00421075
v_subj(ConSwitch).5046    0.418855    0.173191   0.0836402    0.300431    0.424465   0.533252   0.748927   0.00351819
v_subj(IncStay).5046      0.903532    0.189692    0.536898    0.781254    0.900507    1.03225    1.28068   0.00429875
v_subj(IncSwitch).5046    0.434087    0.176465    0.113069    0.305895     0.42683    0.55822   0.781057    0.0035151
v_subj(ConStay).5047        1.7865    0.265821     1.28351     1.60279     1.77539     1.9673    2.32459   0.00602305
v_subj(ConSwitch).5047     1.76653     0.23818     1.29388     1.61081     1.76262    1.92645    2.24183   0.00479165
v_subj(IncStay).5047       2.17009    0.284537     1.59522     1.98157     2.18251    2.35597    2.73698   0.00674628
v_subj(IncSwitch).5047     1.30687    0.253732    0.806896     1.12941      1.3083    1.47673    1.81262   0.00538978
v_subj(ConStay).5048       1.72156    0.228213     1.28238     1.56366       1.718    1.87314    2.16969   0.00506382
v_subj(ConSwitch).5048     1.31388    0.209374    0.901184     1.16973     1.30639    1.45898    1.72326   0.00510747
v_subj(IncStay).5048       1.98176    0.277205     1.45165     1.78872     1.97342    2.15952    2.55701   0.00599259
v_subj(IncSwitch).5048     1.11662    0.189185    0.739033    0.989117     1.11461    1.24475    1.49446   0.00445668
v_subj(ConStay).5049       2.09174    0.230817     1.62891     1.93973     2.09472    2.24466    2.53559   0.00516833
v_subj(ConSwitch).5049     1.08421     0.17149    0.752195    0.969963      1.0817    1.19691    1.42273   0.00438745
v_subj(IncStay).5049       2.32809    0.257491     1.81867     2.16001      2.3284    2.49431    2.81777   0.00607244
v_subj(IncSwitch).5049    0.674589    0.166116    0.348424     0.55609    0.674435   0.786924    1.00692   0.00347337
v_subj(ConStay).5050      0.815424    0.191402    0.453801     0.68566    0.816629   0.944421    1.19652   0.00405879
v_subj(ConSwitch).5050    0.502804    0.184517    0.135644    0.381923     0.50734   0.623144    0.86277   0.00347488
v_subj(IncStay).5050      0.467445    0.195668    0.101379     0.33735    0.461534   0.591759   0.866843   0.00534367
v_subj(IncSwitch).5050    0.153373    0.169045   -0.167485   0.0402274    0.150333    0.26607   0.495383   0.00404481
v_subj(ConStay).5051       1.53076     0.21833     1.11373     1.37907     1.52706    1.67847    1.96367   0.00440647
v_subj(ConSwitch).5051     1.22553    0.170636    0.887524     1.11153     1.22696     1.3473     1.5401   0.00385763
v_subj(IncStay).5051       1.09788    0.192339    0.722372    0.967635       1.095    1.22661    1.47376   0.00389069
v_subj(IncSwitch).5051    0.987591    0.185482    0.627685    0.861183    0.989879    1.11015    1.35892   0.00384971
v_subj(ConStay).5052      0.563222    0.193509    0.170431      0.4335    0.560699   0.695898   0.940957   0.00368639
v_subj(ConSwitch).5052    0.706952     0.18559    0.323673     0.58027    0.706394   0.834487    1.07864   0.00380414
v_subj(IncStay).5052      0.872701    0.193313    0.498974    0.741923    0.872152    1.00426    1.26258   0.00336795
v_subj(IncSwitch).5052    0.623333    0.186707    0.253645    0.499337    0.619626   0.747007   0.999351   0.00361847
v_subj(ConStay).5053       1.57737     0.20471     1.17808     1.44031     1.57424    1.71314    1.97883   0.00444506
v_subj(ConSwitch).5053     1.26575    0.200977    0.873572     1.12925     1.26693    1.40796    1.64943   0.00439635
v_subj(IncStay).5053      0.811908    0.198426     0.44427     0.67523    0.806486   0.943271    1.21991   0.00370537
v_subj(IncSwitch).5053    0.850182    0.197596    0.462324     0.71714    0.852289   0.986316    1.23802   0.00374748
v_subj(ConStay).5054       2.04761    0.248698     1.59018     1.87502     2.04317    2.21116    2.55427   0.00641743
v_subj(ConSwitch).5054      1.6431     0.21113     1.23245     1.49411     1.64388    1.79389    2.04394   0.00468307
v_subj(IncStay).5054       1.85642    0.227924     1.39835     1.70535     1.85448    2.01334    2.30015   0.00519713
v_subj(IncSwitch).5054     1.26956    0.214058    0.858894     1.12267     1.27007    1.42168    1.68362   0.00483571
v_subj(ConStay).5055       1.61122    0.223101     1.18771      1.4599     1.60798    1.75743    2.05218   0.00484901
v_subj(ConSwitch).5055     1.51789    0.204976      1.1071     1.37935     1.51337    1.65384    1.92764   0.00413764
v_subj(IncStay).5055       1.32393    0.227977    0.879678     1.16708     1.31473    1.46713    1.80084   0.00497154
v_subj(IncSwitch).5055     1.34734    0.194782    0.963989     1.21798     1.34776    1.47737    1.73774   0.00477635
v_subj(ConStay).5056       1.49656    0.217162     1.06619     1.34623     1.49628    1.64007    1.94796   0.00474422
v_subj(ConSwitch).5056    0.686813    0.157254    0.363124    0.584143    0.687479   0.793227    0.98927    0.0033542
v_subj(IncStay).5056       1.57713    0.194495     1.20742     1.44442     1.57444    1.70904    1.96351   0.00408849
v_subj(IncSwitch).5056    0.939938    0.170774    0.596138    0.823302    0.942221    1.06014     1.2693   0.00371732
v_subj(ConStay).5057       2.06885    0.237164     1.61254     1.90635     2.06918     2.2306    2.55245   0.00509825
v_subj(ConSwitch).5057     1.52286    0.206784     1.11693     1.37886     1.52538     1.6608    1.93234   0.00500194
v_subj(IncStay).5057        1.4783    0.226927     1.03596     1.32174     1.48069     1.6331    1.92455   0.00528423
v_subj(IncSwitch).5057        1.62    0.226541     1.19099     1.46253      1.6176    1.76729    2.07265    0.0057248
v_subj(ConStay).5058       1.93455     0.24912       1.459     1.75426     1.92837    2.08963    2.44648    0.0056051
v_subj(ConSwitch).5058     1.43214    0.204292     1.03231     1.29539     1.42738    1.57051    1.86099   0.00419465
v_subj(IncStay).5058       1.00316    0.223924    0.579942    0.852545    0.997307    1.14683    1.45862   0.00481454
v_subj(IncSwitch).5058    0.644154    0.175079    0.314386    0.528657     0.64107   0.756529   0.996452   0.00343718
v_subj(ConStay).5059       1.55794    0.233546     1.11575     1.39208     1.55532    1.72321    2.02647   0.00551282
v_subj(ConSwitch).5059     1.33922     0.19071    0.950792     1.21563     1.33753    1.45653    1.72271   0.00409525
v_subj(IncStay).5059       1.41549    0.214807    0.992895     1.27113      1.4182    1.56098    1.84341   0.00488572
v_subj(IncSwitch).5059    0.928873    0.181364    0.586804    0.799875    0.926541    1.04545    1.29166    0.0037216
v_subj(ConStay).5060       2.19642    0.254797     1.71937     2.02299     2.19533    2.36247    2.71857    0.0065628
v_subj(ConSwitch).5060     1.92706    0.229184     1.46854     1.77606     1.92999     2.0821    2.36996   0.00540657
v_subj(IncStay).5060       1.62331     0.21033     1.21626     1.48182     1.61539    1.76575     2.0379   0.00484424
v_subj(IncSwitch).5060      1.2084    0.234196    0.758774     1.04258     1.21616    1.36547    1.67045   0.00527237
v_subj(ConStay).5061      0.742072    0.176258    0.404413    0.621051    0.738309   0.858171    1.09461   0.00397831
v_subj(ConSwitch).5061    0.752501    0.156497    0.455257    0.645062    0.749188    0.86143    1.05644   0.00318436
v_subj(IncStay).5061      0.953866    0.175278    0.608403    0.835506    0.953871    1.07155    1.30085   0.00377636
v_subj(IncSwitch).5061    0.350653    0.181478  -0.0135349    0.233654    0.351654   0.468752   0.709432   0.00394137
v_subj(ConStay).5062       2.28651    0.277643     1.74123     2.09663     2.28091    2.47268    2.84785   0.00615903
v_subj(ConSwitch).5062     1.83423    0.238689     1.34223     1.68203     1.83582    1.99455    2.29537   0.00532229
v_subj(IncStay).5062      0.862345    0.219562    0.419049    0.722383    0.864288    1.00714    1.28771   0.00418645
v_subj(IncSwitch).5062      0.7834    0.209923    0.356556    0.643535    0.782202    0.92824    1.19138   0.00414272
v_subj(ConStay).5063       1.39135    0.228651    0.961623     1.24149     1.37937     1.5334    1.87219   0.00536372
v_subj(ConSwitch).5063     1.17735    0.186156    0.816714     1.04782      1.1787    1.30302    1.54461   0.00339102
v_subj(IncStay).5063       1.09611    0.193863    0.715618    0.964287     1.09399    1.22988    1.48248   0.00363774
v_subj(IncSwitch).5063     0.85586    0.192239    0.481056    0.722708    0.855435   0.984537    1.23017   0.00428923
v_subj(ConStay).5064       1.85917    0.205736      1.4558     1.72008     1.85936    1.99933    2.26733   0.00409069
v_subj(ConSwitch).5064     1.43358    0.198327     1.04061     1.29928     1.43254    1.56595    1.82627      0.00371
v_subj(IncStay).5064        1.3684    0.194451    0.983496     1.23974     1.36441    1.49901     1.7636   0.00432508
v_subj(IncSwitch).5064     1.16296    0.181838    0.810579     1.04066     1.15849    1.28182    1.52812   0.00397651
v_subj(ConStay).5065       2.23401    0.243229     1.76345     2.06857     2.23384    2.40435    2.71662   0.00545967
v_subj(ConSwitch).5065     1.48729    0.193813     1.10511     1.35545     1.48781    1.61774     1.8667   0.00435679
v_subj(IncStay).5065       1.36208    0.203601    0.960653     1.22451     1.36027    1.49687    1.76923   0.00466051
v_subj(IncSwitch).5065    0.754742    0.192796    0.355738    0.629904    0.755006   0.882223     1.1315   0.00454218
v_subj(ConStay).5066       1.98516    0.235861       1.529     1.82616     1.98104    2.14325    2.45306   0.00560347
v_subj(ConSwitch).5066     1.14279    0.178544    0.793966     1.02191     1.14048    1.26061    1.49012    0.0033306
v_subj(IncStay).5066       1.31191    0.209583    0.896809     1.17469     1.31016     1.4491    1.72782   0.00449039
v_subj(IncSwitch).5066    0.710779    0.190351    0.326054    0.581394    0.709336   0.838969    1.08173   0.00365521
v_subj(ConStay).5067       1.79528     0.20401     1.38707      1.6615     1.79249    1.93115    2.19408   0.00630251
v_subj(ConSwitch).5067     1.70106    0.190159     1.33107     1.57462     1.70349    1.82439     2.0817   0.00570874
v_subj(IncStay).5067       2.12359    0.228354      1.6979     1.97034     2.12016    2.27449    2.58328   0.00629242
v_subj(IncSwitch).5067     1.10927    0.188038    0.744506    0.981151      1.1059    1.23529    1.48062   0.00519556
v_subj(ConStay).5068       2.62276    0.294804      2.0268     2.42915     2.61955     2.8211    3.20181   0.00629827
v_subj(ConSwitch).5068     1.86506    0.282273      1.3147     1.67469     1.86041    2.05646    2.44251   0.00723183
v_subj(IncStay).5068        1.1982    0.247941    0.706598     1.02499     1.19941    1.36562    1.68858   0.00503535
v_subj(IncSwitch).5068     1.26641     0.22842    0.808279     1.11177     1.26932    1.42047    1.72756   0.00492272
v_subj(ConStay).5069       2.11344    0.245982     1.64676     1.93297     2.10922    2.28996    2.58645   0.00591071
v_subj(ConSwitch).5069    0.807337    0.160982    0.496438    0.700563    0.804509   0.913733    1.12837   0.00329191
v_subj(IncStay).5069       1.40893    0.251528    0.929634     1.23417     1.40519    1.57534    1.92543   0.00516606
v_subj(IncSwitch).5069    0.709309    0.178361    0.370405    0.586666     0.70178    0.83108    1.07161   0.00356259
v_subj(ConStay).5070     -0.616065    0.204479    -1.01599   -0.752129   -0.617334  -0.474652   -0.20929   0.00487383
v_subj(ConSwitch).5070   -0.659388    0.185787      -1.029   -0.777943   -0.656766  -0.534164  -0.295017   0.00406808
v_subj(IncStay).5070     -0.782342    0.203767    -1.19049   -0.918149   -0.779807  -0.638562  -0.392962   0.00431131
v_subj(IncSwitch).5070      -0.656    0.199378    -1.04311   -0.791652   -0.650486  -0.524699  -0.265604    0.0047189
v_subj(ConStay).5071       1.79292    0.237315     1.33097     1.63746     1.78802     1.9545    2.26085   0.00480801
v_subj(ConSwitch).5071    0.925666    0.186563    0.550583     0.80152    0.924615    1.04995    1.29713   0.00410081
v_subj(IncStay).5071       1.16627    0.235526    0.731943     1.00313     1.15815     1.3182    1.63415   0.00464384
v_subj(IncSwitch).5071    0.649977    0.185991    0.283851    0.525267    0.642902   0.773436    1.02341   0.00347835
v_subj(ConStay).5072       1.52048    0.312395    0.917304     1.31143      1.5195    1.73367    2.13156   0.00641183
v_subj(ConSwitch).5072    0.968484    0.268703    0.438184    0.788755    0.971845    1.15013    1.50347   0.00581354
v_subj(IncStay).5072      0.577987    0.296189  0.00584566    0.375252    0.578689   0.777126    1.17119   0.00613868
v_subj(IncSwitch).5072    0.461198     0.22889   0.0164223    0.301983    0.455337   0.617334   0.916809   0.00411734
v_subj(ConStay).5073       1.90605    0.220702     1.47343     1.75793     1.91118    2.05485    2.33557   0.00452096
v_subj(ConSwitch).5073     1.75887    0.230571      1.2997     1.60607     1.76555    1.91408    2.20951   0.00507872
v_subj(IncStay).5073       1.42369    0.228792    0.985203     1.26706     1.42051    1.57317    1.87749   0.00476425
v_subj(IncSwitch).5073    0.936438    0.202254    0.550319    0.799049    0.932159    1.06766    1.36434   0.00447268
v_subj(ConStay).5074       1.74639    0.222058      1.3163     1.59821     1.74332    1.88812    2.19652   0.00478355
v_subj(ConSwitch).5074     1.56593    0.212602     1.14754     1.42506     1.56561    1.70525    1.96667   0.00457366
v_subj(IncStay).5074      0.570079    0.220114    0.130302    0.422838    0.572394   0.717643   0.994889   0.00445398
v_subj(IncSwitch).5074    0.639004    0.188992    0.254599    0.513483    0.644758   0.762896    1.00309   0.00359295
v_subj(ConStay).5075       1.99381    0.230164     1.54761     1.83793     1.98876    2.14616    2.45473    0.0059954
v_subj(ConSwitch).5075     1.57238    0.195433     1.20593     1.43962     1.57254    1.70189    1.95926   0.00558718
v_subj(IncStay).5075       1.86469    0.205562     1.45413     1.72488     1.86459    2.00571    2.26478   0.00537822
v_subj(IncSwitch).5075     1.30677    0.195621    0.919096      1.1757     1.30833    1.42925     1.6904   0.00521731
v_subj(ConStay).5076        2.4179    0.258736     1.91476     2.25177     2.42032    2.59165    2.93274   0.00602886
v_subj(ConSwitch).5076     1.72864    0.216353     1.31002     1.58739     1.72223    1.87167    2.16769   0.00519553
v_subj(IncStay).5076       1.61964    0.207209     1.22831     1.47017     1.61563    1.76644    2.01061   0.00562924
v_subj(IncSwitch).5076     1.35114    0.207648    0.947937     1.21199     1.35424    1.49699    1.75086   0.00484952
v_subj(ConStay).5077       2.38032     0.25464     1.89364     2.20621     2.37756    2.54829    2.89315   0.00577409
v_subj(ConSwitch).5077     1.52464    0.209642     1.12059     1.38356     1.52363    1.66693    1.93024   0.00443127
v_subj(IncStay).5077       1.35389    0.230803    0.900344     1.20405     1.35241     1.5084    1.82182   0.00531951
v_subj(IncSwitch).5077    0.715073    0.178551    0.353994    0.591606    0.712716   0.840584    1.06418   0.00396848
v_subj(ConStay).5078       2.25263     0.24608     1.78592      2.0761     2.24926    2.41147    2.75623   0.00544169
v_subj(ConSwitch).5078     1.44108    0.196692     1.04877     1.31262     1.44469    1.56871    1.85233   0.00429601
v_subj(IncStay).5078       1.82085    0.237866     1.37573     1.66373     1.82027    1.97583    2.30397   0.00565821
v_subj(IncSwitch).5078    0.925083    0.179615    0.559656    0.804289    0.930491    1.04235    1.27863   0.00394902
v_subj(ConStay).5079       2.55004    0.286142     1.97817     2.35421     2.55378     2.7405    3.11323   0.00616082
v_subj(ConSwitch).5079     1.54176    0.202659     1.14849     1.40568     1.54147    1.67616    1.94314   0.00485661
v_subj(IncStay).5079       1.70218    0.220291     1.28149     1.55513     1.70055    1.84673    2.14005   0.00603007
v_subj(IncSwitch).5079     1.36126    0.195985    0.982467     1.23031     1.36141    1.49183    1.73911   0.00448654
v_subj(ConStay).5080       1.99934    0.256676     1.47415     1.82515     2.00503    2.17536    2.48112   0.00709518
v_subj(ConSwitch).5080      1.4612    0.199536     1.07358     1.32086     1.45888    1.59689    1.86659   0.00560517
v_subj(IncStay).5080       1.87034    0.278836     1.35117      1.6774     1.85489    2.05384    2.45259   0.00828151
v_subj(IncSwitch).5080     1.14549     0.19549    0.750346     1.01142     1.14614    1.27821    1.53862   0.00534694
v_subj(ConStay).5081       1.94534    0.253622     1.46716     1.77046     1.93835      2.114    2.44895   0.00536845
v_subj(ConSwitch).5081     1.36631    0.189629     1.00809     1.23875      1.3656    1.49748    1.73832   0.00484649
v_subj(IncStay).5081        2.0944    0.237259     1.64076     1.93484     2.09345    2.24752    2.58887   0.00615423
v_subj(IncSwitch).5081     1.39451    0.223555    0.959046     1.24146     1.39415    1.53868    1.84903     0.004906
v_subj(ConStay).5082      0.574414     0.19569    0.204456    0.441533    0.573921   0.708817   0.960852   0.00409662
v_subj(ConSwitch).5082    0.629354    0.186196    0.282732    0.498929    0.622589    0.75762   0.989567   0.00397017
v_subj(IncStay).5082     0.0123935     0.21671    -0.42722   -0.131138   0.0181454   0.161791   0.435354   0.00469217
v_subj(IncSwitch).5082    0.304373    0.171655  -0.0253855    0.184073    0.305758   0.426006   0.634296   0.00325186
v_subj(ConStay).5083       1.72327     0.21948     1.29763     1.57599     1.72033    1.87206    2.15561    0.0047127
v_subj(ConSwitch).5083     1.07667    0.180039    0.721626    0.953214     1.07312    1.19956    1.43557   0.00408471
v_subj(IncStay).5083       1.64127    0.230844     1.20103     1.48323     1.63978     1.8022    2.09658   0.00529781
v_subj(IncSwitch).5083    0.756841    0.188256    0.382843    0.625972    0.755726   0.884515    1.11953   0.00391296
v_subj(ConStay).5084       2.34725    0.245499     1.88823      2.1776     2.34235    2.51045     2.8434   0.00686352
v_subj(ConSwitch).5084     1.78848    0.209768     1.36988      1.6499     1.79186    1.93022    2.20124    0.0065038
v_subj(IncStay).5084       2.36964    0.246235      1.8919     2.20162     2.36835    2.53135    2.85982   0.00788127
v_subj(IncSwitch).5084     1.65459    0.208072     1.25114     1.50895     1.65439    1.79707    2.06858   0.00639974
v_subj(ConStay).5085       1.30715    0.219522    0.881172     1.16177     1.30405    1.45111     1.7583   0.00479761
v_subj(ConSwitch).5085     1.17074     0.20577    0.771262     1.03419     1.17247    1.30648    1.57258   0.00437012
v_subj(IncStay).5085      0.977885    0.238934    0.537618    0.809761    0.972153     1.1341    1.48103   0.00500888
v_subj(IncSwitch).5085    0.666681    0.188602     0.31205    0.535112    0.665369   0.796955    1.03728   0.00430068
v_subj(ConStay).5086       1.14126    0.234182    0.683588    0.980661     1.13693    1.29566    1.60753   0.00486148
v_subj(ConSwitch).5086     1.10704     0.25283    0.626959    0.938487     1.10752    1.27694    1.61535   0.00555596
v_subj(IncStay).5086      0.365914    0.258714   -0.132646    0.187339    0.363272   0.544597   0.855117   0.00572882
v_subj(IncSwitch).5086    0.415788     0.26587   -0.102769    0.238053    0.416967   0.600756   0.933081   0.00535397
v_subj(ConStay).5087       2.62862    0.294307     2.04878     2.44626     2.62426    2.82353    3.23189   0.00574798
v_subj(ConSwitch).5087     2.17674    0.239587     1.71757     2.01314     2.17923    2.34227    2.63253   0.00530785
v_subj(IncStay).5087       1.92712    0.243306      1.4525      1.7583     1.92334    2.09246    2.39426   0.00534157
v_subj(IncSwitch).5087     1.37912    0.238159    0.902742     1.22067     1.38375    1.54047    1.85465   0.00558595
v_subj(ConStay).5088       2.09819     0.23371     1.65425     1.93718     2.09015    2.25068    2.58169   0.00613429
v_subj(ConSwitch).5088     1.92148    0.218343     1.47886     1.77952     1.92369    2.07105    2.34302   0.00603022
v_subj(IncStay).5088         1.658    0.216965     1.23465     1.51757     1.65653    1.79938      2.081   0.00515802
v_subj(IncSwitch).5088     1.28428    0.208091    0.873081     1.15037     1.28662    1.42375    1.69073   0.00457229
v_subj(ConStay).5089       1.79479    0.254336     1.29696     1.62114     1.79261    1.97057    2.29399   0.00598098
v_subj(ConSwitch).5089      1.0556    0.200779    0.657634    0.928143     1.05584    1.18627     1.4472   0.00408227
v_subj(IncStay).5089       1.19983    0.212336    0.779359     1.05694     1.19867    1.33926    1.62557   0.00438242
v_subj(IncSwitch).5089    0.859049    0.183665    0.486706    0.731933    0.861769   0.983306    1.22635   0.00405854
t                         0.287737   0.0149534    0.259913    0.277573    0.287307   0.296999   0.318781  0.000429048
t_std                     0.138408   0.0141119    0.114283    0.128686    0.136959   0.146788   0.169594  0.000449271
t_subj.5000               0.140418   0.0113868    0.117391    0.132914    0.141095   0.148528   0.160261  0.000332179
t_subj.5001             0.00906652  0.00439749  0.00234114  0.00574796  0.00841818  0.0117867  0.0195112  0.000105033
t_subj.5002               0.254448   0.0198569    0.209365    0.242085     0.25542   0.268155   0.290766  0.000896681
t_subj.5003               0.388416   0.0187697    0.349201    0.376415    0.389526   0.401413   0.424286  0.000749982
t_subj.5004               0.256075   0.0158618     0.22042    0.246671    0.256805    0.26696   0.284915   0.00068804
t_subj.5005               0.324381   0.0228322    0.277271    0.310026    0.325203   0.339505   0.370437  0.000672694
t_subj.5006               0.299364   0.0153337     0.26752    0.290075    0.300232   0.309542   0.327806  0.000593245
t_subj.5007               0.305004   0.0109515    0.280243    0.298692    0.306181   0.312719   0.322884  0.000369487
t_subj.5008               0.265284   0.0196546     0.22254    0.252469    0.266424   0.279166   0.300002  0.000719717
t_subj.5009               0.234008   0.0155347    0.199938    0.224253    0.234929    0.24494    0.26071  0.000623678
t_subj.5010               0.262629   0.0183663    0.215603    0.253299     0.26382   0.273844    0.29624  0.000672732
t_subj.5011               0.323187   0.0152979    0.288816     0.31392    0.323939   0.334023   0.348988  0.000611127
t_subj.5012               0.387045   0.0155164    0.347824    0.379517    0.389583    0.39793   0.410124  0.000597863
t_subj.5013               0.154186   0.0254551    0.107781    0.135639    0.153165   0.172964   0.203309  0.000722885
t_subj.5014               0.298055   0.0184903    0.260626    0.286914    0.298896   0.309544   0.334293  0.000517695
t_subj.5015               0.288121   0.0182689    0.248779    0.276561    0.289762    0.30056   0.320866   0.00076231
t_subj.5016               0.270319   0.0279759    0.230559    0.251079    0.263093   0.282873   0.334563   0.00116185
t_subj.5017               0.458851   0.0165927    0.423021    0.448544    0.459978   0.470689   0.488842  0.000530946
t_subj.5018               0.281098   0.0208484    0.241097    0.267335     0.27992   0.295204   0.321431  0.000655604
t_subj.5019                0.21171    0.028801    0.145763    0.194468    0.214415   0.231971   0.259971    0.0013388
t_subj.5020               0.267669   0.0206754    0.224825    0.253847    0.269235   0.282857   0.304022   0.00113096
t_subj.5021               0.269204   0.0296966    0.215524    0.246196    0.268006   0.294652   0.322501   0.00132301
t_subj.5022               0.333864   0.0440332    0.257419    0.301904    0.323047   0.378069   0.407525     0.002324
t_subj.5023             0.00928472   0.0033712  0.00298133  0.00693777  0.00914364  0.0115898  0.0160932  8.23633e-05
t_subj.5024               0.294833   0.0105028    0.272644    0.288338     0.29539   0.301899   0.314278  0.000322459
t_subj.5025               0.253077   0.0213182    0.213962    0.240052    0.252086   0.263947   0.303169  0.000647233
t_subj.5026               0.301009   0.0181244    0.254521    0.292379    0.303357   0.313041   0.330344  0.000875265
t_subj.5027               0.395399  0.00380881    0.387235    0.392971    0.395697   0.398139   0.401809  0.000116869
t_subj.5028               0.377494    0.020407     0.33221    0.364852    0.381004   0.392027   0.410005  0.000648965
t_subj.5029               0.532556   0.0216725    0.491263    0.518997    0.532047   0.545205   0.581591   0.00070597
t_subj.5030               0.316235   0.0291532    0.257204    0.295055    0.319897    0.33887   0.364125  0.000965886
t_subj.5031               0.260176   0.0253599    0.206787    0.244952    0.262087   0.278554   0.304204   0.00118068
t_subj.5032                0.33576  0.00516542    0.324898     0.33258    0.336057   0.339142   0.345385  0.000167046
t_subj.5033               0.305566   0.0233643    0.256556    0.289753     0.30892   0.323131   0.343265  0.000942341
t_subj.5034               0.171314   0.0123714    0.142158    0.164515    0.172122   0.178897   0.194729  0.000365235
t_subj.5035               0.328929    0.017372    0.293897    0.318154    0.329492   0.340371   0.361724   0.00053085
t_subj.5036               0.386877   0.0215467    0.339985    0.373498    0.388269    0.40194   0.425038  0.000781444
t_subj.5037               0.260962   0.0196253    0.220222    0.248179    0.261226   0.274331   0.299136  0.000647259
t_subj.5038               0.331249   0.0170989    0.294215    0.320705    0.332329   0.343271   0.361407  0.000501432
t_subj.5039               0.230927   0.0147153    0.201599    0.221877    0.231035   0.239035    0.26543  0.000503466
t_subj.5040               0.367223   0.0151339    0.335841    0.357842    0.367969   0.377105   0.396329  0.000462659
t_subj.5041               0.135032   0.0128922     0.10669    0.127439    0.135829   0.143784   0.158378  0.000402838
t_subj.5042               0.299396  0.00785341    0.282049    0.294673    0.300126   0.304808   0.313043  0.000203655
t_subj.5043               0.379137   0.0155857    0.346789    0.369524    0.379998   0.389841   0.406789  0.000425812
t_subj.5044                0.19578   0.0104127     0.17384    0.189181    0.196871   0.203115   0.213683  0.000295593
t_subj.5045               0.165754   0.0183797    0.127062    0.152484    0.168818    0.17995   0.194458  0.000660019
t_subj.5046               0.270344   0.0178982    0.233604    0.258731    0.270602   0.282384   0.304305  0.000571012
t_subj.5047               0.420021   0.0107792    0.400041    0.412474    0.418891   0.428174   0.440272  0.000328681
t_subj.5048               0.271147   0.0132736    0.242707    0.262935    0.272039   0.280511   0.293957   0.00046771
t_subj.5049               0.222743    0.022611    0.179858    0.207459    0.222123   0.236954   0.269088   0.00088198
t_subj.5050               0.235862   0.0917817    0.118498    0.146962    0.222515   0.326325   0.358235   0.00852024
t_subj.5051               0.357026   0.0220257    0.312054    0.343179    0.357458   0.371131   0.400039  0.000716351
t_subj.5052               0.335208   0.0145432    0.303651    0.326381    0.336018   0.344958   0.362303  0.000408657
t_subj.5053               0.275444   0.0189787    0.239386    0.262975    0.274404   0.286675   0.314953  0.000530083
t_subj.5054                0.23635    0.021859    0.192377    0.225465    0.235336   0.245042   0.295489   0.00103549
t_subj.5055               0.361391   0.0185652    0.316647    0.351481    0.363513   0.374296   0.390868  0.000733595
t_subj.5056                  0.285   0.0204001    0.241185    0.271479    0.287031    0.29962    0.31949  0.000682714
t_subj.5057               0.278467   0.0152306    0.246856    0.268818    0.279238   0.289203   0.304944  0.000593003
t_subj.5058               0.286291   0.0143185    0.254776    0.277857    0.287617   0.296439    0.31097   0.00040874
t_subj.5059               0.342526   0.0198597    0.304054    0.327552    0.342186   0.358543   0.376854  0.000636391
t_subj.5060               0.279774   0.0127052    0.252284    0.271435    0.280558   0.288813   0.302012  0.000475358
t_subj.5061               0.166737   0.0320922    0.111824    0.144157    0.161914   0.187247   0.235591  0.000847056
